Team,Win,Date,Ranking
CHO,7,2023-12-23,26.0
CHI,13,2023-12-23,21.0
CLE,16,2023-12-23,10.0
DAL,16,2023-12-23,11.0
DEN,20,2023-12-23,4.0
DET,2,2023-12-23,30.0
GSW,14,2023-12-23,16.0
HOU,14,2023-12-23,17.0
IND,14,2023-12-23,18.0
LAC,17,2023-12-23,7.0
LAL,15,2023-12-23,15.0
MEM,8,2023-12-23,25.0
MIA,16,2023-12-23,12.0
MIL,21,2023-12-23,2.0
MIN,21,2023-12-23,3.0
NOP,17,2023-12-23,8.0
NYK,16,2023-12-23,13.0
OKC,18,2023-12-23,6.0
ORL,16,2023-12-23,14.0
PHI,19,2023-12-23,5.0
PHO,14,2023-12-23,19.0
POR,7,2023-12-23,27.0
SAC,17,2023-12-23,9.0
SAS,4,2023-12-23,29.0
TOR,11,2023-12-23,23.0
UTA,11,2023-12-23,24.0
WAS,5,2023-12-23,28.0
ATL,12,2023-12-25,22.0
BOS,22,2023-12-25,1.0
BRK,13,2023-12-25,20.0
CHO,7,2023-12-25,26.0
CHI,13,2023-12-25,21.0
CLE,16,2023-12-25,12.0
DAL,17,2023-12-25,7.0
DEN,21,2023-12-25,3.0
DET,2,2023-12-25,30.0
GSW,15,2023-12-25,16.0
HOU,14,2023-12-25,17.0
IND,14,2023-12-25,18.0
LAC,17,2023-12-25,8.0
LAL,16,2023-12-25,13.0
MEM,8,2023-12-25,25.0
MIA,17,2023-12-25,9.0
MIL,22,2023-12-25,2.0
MIN,21,2023-12-25,4.0
NOP,17,2023-12-25,10.0
NYK,16,2023-12-25,14.0
OKC,18,2023-12-25,6.0
ORL,16,2023-12-25,15.0
PHI,20,2023-12-25,5.0
PHO,14,2023-12-25,19.0
POR,7,2023-12-25,27.0
SAC,17,2023-12-25,11.0
SAS,4,2023-12-25,29.0
TOR,11,2023-12-25,23.0
UTA,11,2023-12-25,24.0
WAS,5,2023-12-25,28.0
ATL,12,2023-12-26,22.0
BOS,22,2023-12-26,1.0
BRK,14,2023-12-26,18.0
CHO,7,2023-12-26,26.0
CHI,13,2023-12-26,21.0
CLE,16,2023-12-26,13.0
DAL,17,2023-12-26,7.0
DEN,21,2023-12-26,4.0
DET,2,2023-12-26,30.0
GSW,15,2023-12-26,16.0
HOU,15,2023-12-26,17.0
IND,14,2023-12-26,19.0
LAC,17,2023-12-26,8.0
LAL,16,2023-12-26,14.0
MEM,9,2023-12-26,25.0
MIA,17,2023-12-26,9.0
MIL,22,2023-12-26,2.0
MIN,22,2023-12-26,3.0
NOP,17,2023-12-26,10.0
NYK,16,2023-12-26,15.0
OKC,18,2023-12-26,6.0
ORL,17,2023-12-26,11.0
PHI,20,2023-12-26,5.0
PHO,14,2023-12-26,20.0
POR,7,2023-12-26,27.0
SAC,17,2023-12-26,12.0
SAS,4,2023-12-26,29.0
TOR,11,2023-12-26,24.0
UTA,12,2023-12-26,23.0
WAS,5,2023-12-26,28.0
ATL,12,2023-12-27,22.0
BOS,22,2023-12-27,1.0
BRK,15,2023-12-27,16.0
CHO,7,2023-12-27,26.0
CHI,13,2023-12-27,21.0
CLE,17,2023-12-27,9.0
DAL,18,2023-12-27,7.0
DEN,21,2023-12-27,4.0
DET,2,2023-12-27,30.0
GSW,15,2023-12-27,17.0
HOU,15,2023-12-27,18.0
IND,14,2023-12-27,19.0
LAC,17,2023-12-27,10.0
LAL,16,2023-12-27,15.0
MEM,9,2023-12-27,25.0
MIA,17,2023-12-27,11.0
MIL,22,2023-12-27,2.0
MIN,22,2023-12-27,3.0
NOP,17,2023-12-27,12.0
NYK,17,2023-12-27,13.0
OKC,19,2023-12-27,6.0
ORL,18,2023-12-27,8.0
PHI,20,2023-12-27,5.0
PHO,14,2023-12-27,20.0
POR,7,2023-12-27,27.0
SAC,17,2023-12-27,14.0
SAS,4,2023-12-27,29.0
TOR,11,2023-12-27,24.0
UTA,12,2023-12-27,23.0
WAS,5,2023-12-27,28.0
ATL,12,2023-12-28,23.0
BOS,23,2023-12-28,1.0
BRK,15,2023-12-28,16.0
CHO,7,2023-12-28,27.0
CHI,14,2023-12-28,20.0
CLE,17,2023-12-28,10.0
DAL,18,2023-12-28,7.0
DEN,22,2023-12-28,2.0
DET,2,2023-12-28,30.0
GSW,15,2023-12-28,17.0
HOU,15,2023-12-28,18.0
IND,15,2023-12-28,19.0
LAC,17,2023-12-28,11.0
LAL,16,2023-12-28,15.0
MEM,10,2023-12-28,25.0
MIA,18,2023-12-28,8.0
MIL,22,2023-12-28,3.0
MIN,22,2023-12-28,4.0
NOP,17,2023-12-28,12.0
NYK,17,2023-12-28,13.0
OKC,19,2023-12-28,6.0
ORL,18,2023-12-28,9.0
PHI,20,2023-12-28,5.0
PHO,14,2023-12-28,21.0
POR,8,2023-12-28,26.0
SAC,17,2023-12-28,14.0
SAS,4,2023-12-28,29.0
TOR,11,2023-12-28,24.0
UTA,13,2023-12-28,22.0
WAS,5,2023-12-28,28.0
ATL,12,2023-12-29,23.0
BOS,24,2023-12-29,1.0
BRK,15,2023-12-29,16.0
CHO,7,2023-12-29,27.0
CHI,14,2023-12-29,21.0
CLE,18,2023-12-29,7.0
DAL,18,2023-12-29,8.0
DEN,23,2023-12-29,2.0
DET,2,2023-12-29,30.0
GSW,15,2023-12-29,17.0
HOU,15,2023-12-29,18.0
IND,15,2023-12-29,19.0
LAC,18,2023-12-29,9.0
LAL,16,2023-12-29,15.0
MEM,10,2023-12-29,25.0
MIA,18,2023-12-29,10.0
MIL,23,2023-12-29,3.0
MIN,22,2023-12-29,4.0
NOP,17,2023-12-29,12.0
NYK,17,2023-12-29,13.0
OKC,20,2023-12-29,6.0
ORL,18,2023-12-29,11.0
PHI,21,2023-12-29,5.0
PHO,15,2023-12-29,20.0
POR,8,2023-12-29,26.0
SAC,17,2023-12-29,14.0
SAS,5,2023-12-29,28.0
TOR,12,2023-12-29,24.0
UTA,13,2023-12-29,22.0
WAS,5,2023-12-29,29.0
ATL,12,2023-12-30,23.0
BOS,24,2023-12-30,1.0
BRK,15,2023-12-30,17.0
CHO,7,2023-12-30,27.0
CHI,14,2023-12-30,21.0
CLE,18,2023-12-30,8.0
DAL,18,2023-12-30,9.0
DEN,23,2023-12-30,2.0
DET,2,2023-12-30,30.0
GSW,15,2023-12-30,18.0
HOU,15,2023-12-30,19.0
IND,16,2023-12-30,16.0
LAC,18,2023-12-30,10.0
LAL,17,2023-12-30,12.0
MEM,10,2023-12-30,25.0
MIA,19,2023-12-30,7.0
MIL,23,2023-12-30,3.0
MIN,23,2023-12-30,4.0
NOP,17,2023-12-30,13.0
NYK,17,2023-12-30,14.0
OKC,20,2023-12-30,6.0
ORL,18,2023-12-30,11.0
PHI,22,2023-12-30,5.0
PHO,15,2023-12-30,20.0
POR,8,2023-12-30,26.0
SAC,17,2023-12-30,15.0
SAS,5,2023-12-30,28.0
TOR,12,2023-12-30,24.0
UTA,13,2023-12-30,22.0
WAS,5,2023-12-30,29.0
ATL,12,2023-12-31,23.0
BOS,25,2023-12-31,1.0
BRK,15,2023-12-31,18.0
CHO,7,2023-12-31,27.0
CHI,14,2023-12-31,21.0
CLE,18,2023-12-31,9.0
DAL,18,2023-12-31,10.0
DEN,23,2023-12-31,2.0
DET,2,2023-12-31,30.0
GSW,15,2023-12-31,19.0
HOU,15,2023-12-31,20.0
IND,16,2023-12-31,16.0
LAC,18,2023-12-31,11.0
LAL,17,2023-12-31,14.0
MEM,10,2023-12-31,25.0
MIA,19,2023-12-31,7.0
MIL,23,2023-12-31,3.0
MIN,23,2023-12-31,4.0
NOP,18,2023-12-31,12.0
NYK,17,2023-12-31,15.0
OKC,21,2023-12-31,6.0
ORL,19,2023-12-31,8.0
PHI,22,2023-12-31,5.0
PHO,16,2023-12-31,17.0
POR,8,2023-12-31,26.0
SAC,18,2023-12-31,13.0
SAS,5,2023-12-31,29.0
TOR,12,2023-12-31,24.0
UTA,13,2023-12-31,22.0
WAS,6,2023-12-31,28.0
ATL,12,2024-01-01,23.0
BOS,25,2024-01-01,1.0
BRK,15,2024-01-01,18.0
CHO,7,2024-01-01,27.0
CHI,14,2024-01-01,21.0
CLE,18,2024-01-01,11.0
DAL,19,2024-01-01,7.0
DEN,23,2024-01-01,4.0
DET,3,2024-01-01,30.0
GSW,15,2024-01-01,19.0
HOU,15,2024-01-01,20.0
IND,17,2024-01-01,14.0
LAC,19,2024-01-01,8.0
LAL,17,2024-01-01,15.0
MEM,10,2024-01-01,25.0
MIA,19,2024-01-01,9.0
MIL,24,2024-01-01,2.0
MIN,24,2024-01-01,3.0
NOP,18,2024-01-01,12.0
NYK,17,2024-01-01,16.0
OKC,21,2024-01-01,6.0
ORL,19,2024-01-01,10.0
PHI,22,2024-01-01,5.0
PHO,17,2024-01-01,17.0
POR,9,2024-01-01,26.0
SAC,18,2024-01-01,13.0
SAS,5,2024-01-01,29.0
TOR,12,2024-01-01,24.0
UTA,14,2024-01-01,22.0
WAS,6,2024-01-01,28.0
ATL,12,2024-01-02,23.0
BOS,26,2024-01-02,1.0
BRK,15,2024-01-02,18.0
CHO,7,2024-01-02,27.0
CHI,15,2024-01-02,19.0
CLE,18,2024-01-02,13.0
DAL,19,2024-01-02,7.0
DEN,23,2024-01-02,4.0
DET,3,2024-01-02,30.0
GSW,15,2024-01-02,20.0
HOU,15,2024-01-02,21.0
IND,17,2024-01-02,14.0
LAC,19,2024-01-02,8.0
LAL,17,2024-01-02,15.0
MEM,10,2024-01-02,25.0
MIA,19,2024-01-02,9.0
MIL,24,2024-01-02,2.0
MIN,24,2024-01-02,3.0
NOP,19,2024-01-02,10.0
NYK,17,2024-01-02,16.0
OKC,22,2024-01-02,5.0
ORL,19,2024-01-02,11.0
PHI,22,2024-01-02,6.0
PHO,17,2024-01-02,17.0
POR,9,2024-01-02,26.0
SAC,19,2024-01-02,12.0
SAS,5,2024-01-02,29.0
TOR,12,2024-01-02,24.0
UTA,14,2024-01-02,22.0
WAS,6,2024-01-02,28.0
ATL,13,2024-01-03,23.0
BOS,26,2024-01-03,1.0
BRK,15,2024-01-03,19.0
CHO,7,2024-01-03,27.0
CHI,15,2024-01-03,20.0
CLE,18,2024-01-03,13.0
DAL,19,2024-01-03,9.0
DEN,23,2024-01-03,4.0
DET,3,2024-01-03,30.0
GSW,15,2024-01-03,21.0
HOU,16,2024-01-03,18.0
IND,18,2024-01-03,14.0
LAC,20,2024-01-03,7.0
LAL,17,2024-01-03,17.0
MEM,11,2024-01-03,25.0
MIA,19,2024-01-03,10.0
MIL,24,2024-01-03,2.0
MIN,24,2024-01-03,3.0
NOP,20,2024-01-03,8.0
NYK,18,2024-01-03,15.0
OKC,23,2024-01-03,5.0
ORL,19,2024-01-03,11.0
PHI,22,2024-01-03,6.0
PHO,18,2024-01-03,16.0
POR,9,2024-01-03,26.0
SAC,19,2024-01-03,12.0
SAS,5,2024-01-03,29.0
TOR,13,2024-01-03,24.0
UTA,15,2024-01-03,22.0
WAS,6,2024-01-03,28.0
ATL,13,2024-01-04,23.0
BOS,26,2024-01-04,1.0
BRK,15,2024-01-04,20.0
CHO,7,2024-01-04,27.0
CHI,15,2024-01-04,21.0
CLE,18,2024-01-04,13.0
DAL,19,2024-01-04,9.0
DEN,24,2024-01-04,2.0
DET,3,2024-01-04,30.0
GSW,16,2024-01-04,18.0
HOU,16,2024-01-04,19.0
IND,18,2024-01-04,14.0
LAC,20,2024-01-04,7.0
LAL,17,2024-01-04,17.0
MEM,11,2024-01-04,25.0
MIA,19,2024-01-04,10.0
MIL,24,2024-01-04,3.0
MIN,24,2024-01-04,4.0
NOP,20,2024-01-04,8.0
NYK,18,2024-01-04,15.0
OKC,23,2024-01-04,5.0
ORL,19,2024-01-04,11.0
PHI,22,2024-01-04,6.0
PHO,18,2024-01-04,16.0
POR,9,2024-01-04,26.0
SAC,19,2024-01-04,12.0
SAS,5,2024-01-04,29.0
TOR,13,2024-01-04,24.0
UTA,15,2024-01-04,22.0
WAS,6,2024-01-04,28.0
ATL,14,2024-01-05,23.0
BOS,26,2024-01-05,1.0
BRK,15,2024-01-05,21.0
CHO,8,2024-01-05,27.0
CHI,15,2024-01-05,22.0
CLE,19,2024-01-05,12.0
DAL,20,2024-01-05,9.0
DEN,25,2024-01-05,2.0
DET,3,2024-01-05,30.0
GSW,16,2024-01-05,19.0
HOU,17,2024-01-05,17.0
IND,19,2024-01-05,13.0
LAC,21,2024-01-05,7.0
LAL,17,2024-01-05,18.0
MEM,11,2024-01-05,25.0
MIA,20,2024-01-05,10.0
MIL,24,2024-01-05,3.0
MIN,24,2024-01-05,4.0
NOP,21,2024-01-05,8.0
NYK,19,2024-01-05,14.0
OKC,23,2024-01-05,5.0
ORL,19,2024-01-05,15.0
PHI,23,2024-01-05,6.0
PHO,18,2024-01-05,16.0
POR,9,2024-01-05,26.0
SAC,20,2024-01-05,11.0
SAS,5,2024-01-05,29.0
TOR,14,2024-01-05,24.0
UTA,16,2024-01-05,20.0
WAS,6,2024-01-05,28.0
ATL,14,2024-01-06,23.0
BOS,27,2024-01-06,1.0
BRK,15,2024-01-06,21.0
CHO,8,2024-01-06,27.0
CHI,15,2024-01-06,22.0
CLE,19,2024-01-06,14.0
DAL,20,2024-01-06,9.0
DEN,25,2024-01-06,2.0
DET,3,2024-01-06,30.0
GSW,16,2024-01-06,19.0
HOU,17,2024-01-06,17.0
IND,20,2024-01-06,10.0
LAC,21,2024-01-06,7.0
LAL,17,2024-01-06,18.0
MEM,11,2024-01-06,25.0
MIA,20,2024-01-06,11.0
MIL,25,2024-01-06,3.0
MIN,24,2024-01-06,4.0
NOP,21,2024-01-06,8.0
NYK,20,2024-01-06,12.0
OKC,23,2024-01-06,5.0
ORL,19,2024-01-06,15.0
PHI,23,2024-01-06,6.0
PHO,18,2024-01-06,16.0
POR,9,2024-01-06,26.0
SAC,20,2024-01-06,13.0
SAS,5,2024-01-06,29.0
TOR,14,2024-01-06,24.0
UTA,16,2024-01-06,20.0
WAS,6,2024-01-06,28.0
ATL,14,2024-01-07,23.0
BOS,27,2024-01-07,1.0
BRK,16,2024-01-07,20.0
CHO,8,2024-01-07,27.0
CHI,15,2024-01-07,22.0
CLE,20,2024-01-07,11.0
DAL,21,2024-01-07,8.0
DEN,25,2024-01-07,2.0
DET,3,2024-01-07,30.0
GSW,17,2024-01-07,17.0
HOU,17,2024-01-07,18.0
IND,20,2024-01-07,12.0
LAC,22,2024-01-07,7.0
LAL,17,2024-01-07,19.0
MEM,12,2024-01-07,25.0
MIA,20,2024-01-07,13.0
MIL,25,2024-01-07,3.0
MIN,25,2024-01-07,4.0
NOP,21,2024-01-07,9.0
NYK,20,2024-01-07,14.0
OKC,23,2024-01-07,5.0
ORL,20,2024-01-07,15.0
PHI,23,2024-01-07,6.0
PHO,19,2024-01-07,16.0
POR,9,2024-01-07,26.0
SAC,21,2024-01-07,10.0
SAS,5,2024-01-07,29.0
TOR,14,2024-01-07,24.0
UTA,16,2024-01-07,21.0
WAS,6,2024-01-07,28.0
ATL,14,2024-01-08,23.0
BOS,28,2024-01-08,1.0
BRK,16,2024-01-08,21.0
CHO,8,2024-01-08,27.0
CHI,16,2024-01-08,22.0
CLE,20,2024-01-08,11.0
DAL,21,2024-01-08,8.0
DEN,25,2024-01-08,2.0
DET,3,2024-01-08,30.0
GSW,17,2024-01-08,18.0
HOU,18,2024-01-08,17.0
IND,20,2024-01-08,12.0
LAC,22,2024-01-08,7.0
LAL,17,2024-01-08,19.0
MEM,12,2024-01-08,25.0
MIA,20,2024-01-08,13.0
MIL,25,2024-01-08,3.0
MIN,25,2024-01-08,4.0
NOP,21,2024-01-08,9.0
NYK,20,2024-01-08,14.0
OKC,23,2024-01-08,5.0
ORL,20,2024-01-08,15.0
PHI,23,2024-01-08,6.0
PHO,19,2024-01-08,16.0
POR,9,2024-01-08,26.0
SAC,21,2024-01-08,10.0
SAS,5,2024-01-08,29.0
TOR,14,2024-01-08,24.0
UTA,17,2024-01-08,20.0
WAS,6,2024-01-08,28.0
ATL,14,2024-01-09,24.0
BOS,28,2024-01-09,1.0
BRK,16,2024-01-09,21.0
CHO,8,2024-01-09,27.0
CHI,16,2024-01-09,22.0
CLE,20,2024-01-09,13.0
DAL,22,2024-01-09,7.0
DEN,25,2024-01-09,2.0
DET,3,2024-01-09,30.0
GSW,17,2024-01-09,19.0
HOU,18,2024-01-09,17.0
IND,20,2024-01-09,14.0
LAC,22,2024-01-09,8.0
LAL,18,2024-01-09,18.0
MEM,13,2024-01-09,25.0
MIA,20,2024-01-09,15.0
MIL,25,2024-01-09,3.0
MIN,25,2024-01-09,4.0
NOP,21,2024-01-09,9.0
NYK,21,2024-01-09,10.0
OKC,23,2024-01-09,5.0
ORL,21,2024-01-09,11.0
PHI,23,2024-01-09,6.0
PHO,19,2024-01-09,16.0
POR,10,2024-01-09,26.0
SAC,21,2024-01-09,12.0
SAS,5,2024-01-09,29.0
TOR,15,2024-01-09,23.0
UTA,17,2024-01-09,20.0
WAS,6,2024-01-09,28.0
ATL,14,2024-01-10,24.0
BOS,28,2024-01-10,1.0
BRK,16,2024-01-10,22.0
CHO,8,2024-01-10,27.0
CHI,17,2024-01-10,20.0
CLE,20,2024-01-10,15.0
DAL,22,2024-01-10,8.0
DEN,26,2024-01-10,2.0
DET,3,2024-01-10,30.0
GSW,17,2024-01-10,21.0
HOU,18,2024-01-10,17.0
IND,21,2024-01-10,11.0
LAC,23,2024-01-10,6.0
LAL,18,2024-01-10,18.0
MEM,13,2024-01-10,25.0
MIA,21,2024-01-10,12.0
MIL,25,2024-01-10,4.0
MIN,26,2024-01-10,3.0
NOP,22,2024-01-10,9.0
NYK,21,2024-01-10,13.0
OKC,24,2024-01-10,5.0
ORL,21,2024-01-10,14.0
PHI,23,2024-01-10,7.0
PHO,19,2024-01-10,16.0
POR,10,2024-01-10,26.0
SAC,22,2024-01-10,10.0
SAS,5,2024-01-10,29.0
TOR,15,2024-01-10,23.0
UTA,18,2024-01-10,19.0
WAS,6,2024-01-10,28.0
ATL,14,2024-01-11,24.0
BOS,29,2024-01-11,1.0
BRK,16,2024-01-11,22.0
CHO,8,2024-01-11,27.0
CHI,17,2024-01-11,20.0
CLE,21,2024-01-11,12.0
DAL,22,2024-01-11,8.0
DEN,26,2024-01-11,2.0
DET,3,2024-01-11,30.0
GSW,17,2024-01-11,21.0
HOU,18,2024-01-11,18.0
IND,21,2024-01-11,13.0
LAC,23,2024-01-11,6.0
LAL,19,2024-01-11,16.0
MEM,13,2024-01-11,25.0
MIA,21,2024-01-11,14.0
MIL,25,2024-01-11,4.0
MIN,26,2024-01-11,3.0
NOP,22,2024-01-11,9.0
NYK,22,2024-01-11,10.0
OKC,25,2024-01-11,5.0
ORL,21,2024-01-11,15.0
PHI,23,2024-01-11,7.0
PHO,19,2024-01-11,17.0
POR,10,2024-01-11,26.0
SAC,22,2024-01-11,11.0
SAS,5,2024-01-11,29.0
TOR,15,2024-01-11,23.0
UTA,18,2024-01-11,19.0
WAS,6,2024-01-11,28.0
ATL,15,2024-01-12,23.0
BOS,29,2024-01-12,1.0
BRK,16,2024-01-12,22.0
CHO,8,2024-01-12,27.0
CHI,18,2024-01-12,19.0
CLE,21,2024-01-12,13.0
DAL,22,2024-01-12,10.0
DEN,26,2024-01-12,2.0
DET,3,2024-01-12,30.0
GSW,17,2024-01-12,21.0
HOU,18,2024-01-12,20.0
IND,22,2024-01-12,11.0
LAC,24,2024-01-12,6.0
LAL,19,2024-01-12,16.0
MEM,14,2024-01-12,25.0
MIA,21,2024-01-12,14.0
MIL,25,2024-01-12,4.0
MIN,26,2024-01-12,3.0
NOP,23,2024-01-12,7.0
NYK,22,2024-01-12,12.0
OKC,25,2024-01-12,5.0
ORL,21,2024-01-12,15.0
PHI,23,2024-01-12,8.0
PHO,19,2024-01-12,17.0
POR,10,2024-01-12,26.0
SAC,23,2024-01-12,9.0
SAS,6,2024-01-12,28.0
TOR,15,2024-01-12,24.0
UTA,19,2024-01-12,18.0
WAS,6,2024-01-12,29.0
ATL,15,2024-01-13,23.0
BOS,29,2024-01-13,1.0
BRK,16,2024-01-13,22.0
CHO,8,2024-01-13,27.0
CHI,18,2024-01-13,20.0
CLE,21,2024-01-13,13.0
DAL,23,2024-01-13,7.0
DEN,26,2024-01-13,2.0
DET,3,2024-01-13,30.0
GSW,18,2024-01-13,21.0
HOU,19,2024-01-13,17.0
IND,22,2024-01-13,11.0
LAC,24,2024-01-13,6.0
LAL,19,2024-01-13,18.0
MEM,14,2024-01-13,25.0
MIA,21,2024-01-13,14.0
MIL,26,2024-01-13,3.0
MIN,26,2024-01-13,4.0
NOP,23,2024-01-13,8.0
NYK,22,2024-01-13,12.0
OKC,26,2024-01-13,5.0
ORL,21,2024-01-13,15.0
PHI,23,2024-01-13,9.0
PHO,19,2024-01-13,19.0
POR,10,2024-01-13,26.0
SAC,23,2024-01-13,10.0
SAS,7,2024-01-13,28.0
TOR,15,2024-01-13,24.0
UTA,20,2024-01-13,16.0
WAS,6,2024-01-13,29.0
ATL,15,2024-01-14,23.0
BOS,29,2024-01-14,1.0
BRK,16,2024-01-14,22.0
CHO,8,2024-01-14,27.0
CHI,18,2024-01-14,20.0
CLE,21,2024-01-14,14.0
DAL,23,2024-01-14,7.0
DEN,27,2024-01-14,2.0
DET,3,2024-01-14,30.0
GSW,18,2024-01-14,21.0
HOU,19,2024-01-14,18.0
IND,23,2024-01-14,8.0
LAC,25,2024-01-14,6.0
LAL,19,2024-01-14,19.0
MEM,14,2024-01-14,25.0
MIA,22,2024-01-14,12.0
MIL,27,2024-01-14,3.0
MIN,27,2024-01-14,4.0
NOP,23,2024-01-14,9.0
NYK,22,2024-01-14,13.0
OKC,26,2024-01-14,5.0
ORL,21,2024-01-14,15.0
PHI,23,2024-01-14,10.0
PHO,20,2024-01-14,16.0
POR,10,2024-01-14,26.0
SAC,23,2024-01-14,11.0
SAS,7,2024-01-14,28.0
TOR,15,2024-01-14,24.0
UTA,20,2024-01-14,17.0
WAS,6,2024-01-14,29.0
ATL,15,2024-01-15,23.0
BOS,30,2024-01-15,1.0
BRK,16,2024-01-15,22.0
CHO,8,2024-01-15,27.0
CHI,19,2024-01-15,18.0
CLE,22,2024-01-15,14.0
DAL,23,2024-01-15,9.0
DEN,27,2024-01-15,2.0
DET,3,2024-01-15,30.0
GSW,18,2024-01-15,21.0
HOU,19,2024-01-15,19.0
IND,23,2024-01-15,10.0
LAC,25,2024-01-15,6.0
LAL,19,2024-01-15,20.0
MEM,14,2024-01-15,25.0
MIA,23,2024-01-15,11.0
MIL,27,2024-01-15,3.0
MIN,27,2024-01-15,4.0
NOP,24,2024-01-15,7.0
NYK,23,2024-01-15,12.0
OKC,27,2024-01-15,5.0
ORL,21,2024-01-15,15.0
PHI,24,2024-01-15,8.0
PHO,20,2024-01-15,17.0
POR,10,2024-01-15,26.0
SAC,23,2024-01-15,13.0
SAS,7,2024-01-15,28.0
TOR,15,2024-01-15,24.0
UTA,21,2024-01-15,16.0
WAS,7,2024-01-15,29.0
ATL,15,2024-01-16,23.0
BOS,30,2024-01-16,1.0
BRK,16,2024-01-16,22.0
CHO,8,2024-01-16,27.0
CHI,19,2024-01-16,18.0
CLE,22,2024-01-16,14.0
DAL,23,2024-01-16,9.0
DEN,28,2024-01-16,2.0
DET,3,2024-01-16,30.0
GSW,18,2024-01-16,21.0
HOU,19,2024-01-16,19.0
IND,23,2024-01-16,10.0
LAC,25,2024-01-16,6.0
LAL,19,2024-01-16,20.0
MEM,14,2024-01-16,25.0
MIA,23,2024-01-16,11.0
MIL,27,2024-01-16,3.0
MIN,27,2024-01-16,4.0
NOP,24,2024-01-16,8.0
NYK,23,2024-01-16,12.0
OKC,27,2024-01-16,5.0
ORL,21,2024-01-16,15.0
PHI,25,2024-01-16,7.0
PHO,21,2024-01-16,16.0
POR,10,2024-01-16,26.0
SAC,23,2024-01-16,13.0
SAS,7,2024-01-16,28.0
TOR,15,2024-01-16,24.0
UTA,21,2024-01-16,17.0
WAS,7,2024-01-16,29.0
ATL,16,2024-01-17,22.0
BOS,31,2024-01-17,1.0
BRK,16,2024-01-17,23.0
CHO,8,2024-01-17,27.0
CHI,19,2024-01-17,19.0
CLE,23,2024-01-17,11.0
DAL,24,2024-01-17,8.0
DEN,28,2024-01-17,2.0
DET,4,2024-01-17,30.0
GSW,18,2024-01-17,21.0
HOU,19,2024-01-17,20.0
IND,23,2024-01-17,12.0
LAC,25,2024-01-17,6.0
LAL,20,2024-01-17,18.0
MEM,14,2024-01-17,25.0
MIA,24,2024-01-17,9.0
MIL,28,2024-01-17,3.0
MIN,28,2024-01-17,4.0
NOP,24,2024-01-17,10.0
NYK,23,2024-01-17,13.0
OKC,27,2024-01-17,5.0
ORL,22,2024-01-17,15.0
PHI,25,2024-01-17,7.0
PHO,21,2024-01-17,16.0
POR,10,2024-01-17,26.0
SAC,23,2024-01-17,14.0
SAS,7,2024-01-17,28.0
TOR,15,2024-01-17,24.0
UTA,21,2024-01-17,17.0
WAS,7,2024-01-17,29.0
ATL,16,2024-01-18,22.0
BOS,31,2024-01-18,1.0
BRK,16,2024-01-18,23.0
CHO,8,2024-01-18,27.0
CHI,19,2024-01-18,19.0
CLE,23,2024-01-18,12.0
DAL,24,2024-01-18,8.0
DEN,28,2024-01-18,3.0
DET,4,2024-01-18,30.0
GSW,18,2024-01-18,21.0
HOU,19,2024-01-18,20.0
IND,23,2024-01-18,13.0
LAC,25,2024-01-18,6.0
LAL,20,2024-01-18,18.0
MEM,15,2024-01-18,25.0
MIA,24,2024-01-18,9.0
MIL,28,2024-01-18,4.0
MIN,29,2024-01-18,2.0
NOP,24,2024-01-18,10.0
NYK,24,2024-01-18,11.0
OKC,27,2024-01-18,5.0
ORL,22,2024-01-18,15.0
PHI,25,2024-01-18,7.0
PHO,21,2024-01-18,17.0
POR,10,2024-01-18,26.0
SAC,23,2024-01-18,14.0
SAS,7,2024-01-18,28.0
TOR,16,2024-01-18,24.0
UTA,22,2024-01-18,16.0
WAS,7,2024-01-18,29.0
ATL,17,2024-01-19,22.0
BOS,32,2024-01-19,1.0
BRK,16,2024-01-19,23.0
CHO,8,2024-01-19,27.0
CHI,19,2024-01-19,19.0
CLE,23,2024-01-19,13.0
DAL,24,2024-01-19,9.0
DEN,28,2024-01-19,3.0
DET,4,2024-01-19,30.0
GSW,18,2024-01-19,21.0
HOU,19,2024-01-19,20.0
IND,24,2024-01-19,10.0
LAC,25,2024-01-19,7.0
LAL,21,2024-01-19,18.0
MEM,15,2024-01-19,25.0
MIA,24,2024-01-19,11.0
MIL,28,2024-01-19,4.0
MIN,29,2024-01-19,2.0
NOP,25,2024-01-19,8.0
NYK,24,2024-01-19,12.0
OKC,27,2024-01-19,5.0
ORL,22,2024-01-19,15.0
PHI,26,2024-01-19,6.0
PHO,22,2024-01-19,16.0
POR,11,2024-01-19,26.0
SAC,23,2024-01-19,14.0
SAS,7,2024-01-19,28.0
TOR,16,2024-01-19,24.0
UTA,22,2024-01-19,17.0
WAS,7,2024-01-19,29.0
ATL,18,2024-01-20,21.0
BOS,32,2024-01-20,1.0
BRK,16,2024-01-20,23.0
CHO,9,2024-01-20,27.0
CHI,20,2024-01-20,19.0
CLE,24,2024-01-20,10.0
DAL,24,2024-01-20,11.0
DEN,28,2024-01-20,3.0
DET,4,2024-01-20,30.0
GSW,18,2024-01-20,22.0
HOU,19,2024-01-20,20.0
IND,24,2024-01-20,12.0
LAC,25,2024-01-20,7.0
LAL,21,2024-01-20,18.0
MEM,15,2024-01-20,25.0
MIA,24,2024-01-20,13.0
MIL,28,2024-01-20,4.0
MIN,30,2024-01-20,2.0
NOP,25,2024-01-20,8.0
NYK,25,2024-01-20,9.0
